country	countryLabel	capital	capitalLabel	currency	currencyLabel	area	population	continent	continentLabel
http://www.wikidata.org/entity/Q1028	Morocco	http://www.wikidata.org/entity/Q3551	Rabat	http://www.wikidata.org/entity/Q200192	Moroccan dirham	710850	36029138	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q760	Saint Lucia	http://www.wikidata.org/entity/Q41699	Castries	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	617.012867	178844	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q796	Iraq	http://www.wikidata.org/entity/Q1530	Baghdad	http://www.wikidata.org/entity/Q193094	Iraqi dinar	437072	38274618	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q804	Panama	http://www.wikidata.org/entity/Q3306	Panama City	http://www.wikidata.org/entity/Q210472	Panamanian balboa	74177.3	4098587	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q3110	San Salvador	http://www.wikidata.org/entity/Q131723	bitcoin	20742	6420746	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q79	Egypt	http://www.wikidata.org/entity/Q85	Cairo	http://www.wikidata.org/entity/Q199462	Egyptian pound	1010407.87	94798827	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q114	Kenya	http://www.wikidata.org/entity/Q3870	Nairobi	http://www.wikidata.org/entity/Q202882	Kenyan shilling	581309	48468138	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q804	Panama	http://www.wikidata.org/entity/Q3306	Panama City	http://www.wikidata.org/entity/Q210472	Panamanian balboa	74177.3	4098587	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q810	Jordan	http://www.wikidata.org/entity/Q3805	Amman	http://www.wikidata.org/entity/Q203722	Jordanian dinar	89341	10428241	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q817	Kuwait	http://www.wikidata.org/entity/Q35178	Kuwait City	http://www.wikidata.org/entity/Q193098	Kuwaiti dinar	17818	4600000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q5401	Eurasia
http://www.wikidata.org/entity/Q805	Yemen	http://www.wikidata.org/entity/Q2471	Sanaa	http://www.wikidata.org/entity/Q240512	Yemeni rial	555000	28250420	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q79	Egypt	http://www.wikidata.org/entity/Q85	Cairo	http://www.wikidata.org/entity/Q199462	Egyptian pound	1010407.87	94798827	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q819	Laos	http://www.wikidata.org/entity/Q9326	Vientiane	http://www.wikidata.org/entity/Q200055	Lao kip	236800	6858160	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q805	Yemen	http://www.wikidata.org/entity/Q131694	Aden	http://www.wikidata.org/entity/Q240512	Yemeni rial	555000	28250420	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q813	Kyrgyzstan	http://www.wikidata.org/entity/Q9361	Bishkek	http://www.wikidata.org/entity/Q35881	Kyrgyzstani som	199951	6201500	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q39	Switzerland	http://www.wikidata.org/entity/Q70	Bern	http://www.wikidata.org/entity/Q25344	Swiss franc	41285	8466017	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q159	Russia	http://www.wikidata.org/entity/Q649	Moscow	http://www.wikidata.org/entity/Q41044	Russian ruble	17125191	146804372	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q822	Lebanon	http://www.wikidata.org/entity/Q3820	Beirut	http://www.wikidata.org/entity/Q201880	Lebanese pound	10452	6100075	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q77	Uruguay	http://www.wikidata.org/entity/Q1335	Montevideo	http://www.wikidata.org/entity/Q209272	Uruguayan peso	176215	3456750	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q159	Russia	http://www.wikidata.org/entity/Q649	Moscow	http://www.wikidata.org/entity/Q41044	Russian ruble	17125191	146804372	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q96	Mexico	http://www.wikidata.org/entity/Q1489	Mexico City	http://www.wikidata.org/entity/Q4730	Mexican peso	1972550	124777324	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q145	United Kingdom	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q25224	pound sterling	242495.406794	66022273	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q145	United Kingdom	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q25224	pound sterling	242495.406794	66022273	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q833	Malaysia	http://www.wikidata.org/entity/Q1865	Kuala Lumpur	http://www.wikidata.org/entity/Q163712	Malaysian ringgit	330290	31624264	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q142	France	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q4916	euro	643801	66628000	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q148	People's Republic of China	http://www.wikidata.org/entity/Q956	Beijing	http://www.wikidata.org/entity/Q39099	renminbi	9596961	1409517397	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q148	People's Republic of China	http://www.wikidata.org/entity/Q956	Beijing	http://www.wikidata.org/entity/Q39099	renminbi	9596961	1443497378	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q115	Ethiopia	http://www.wikidata.org/entity/Q3624	Addis Ababa	http://www.wikidata.org/entity/Q206243	birr	1104300	104957438	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q790	Haiti	http://www.wikidata.org/entity/Q34261	Port-au-Prince	http://www.wikidata.org/entity/Q203955	gourde	27750	10981229	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q184	Belarus	http://www.wikidata.org/entity/Q2280	Minsk	http://www.wikidata.org/entity/Q160680	Belarusian ruble	207595	9349645	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q184	Belarus	http://www.wikidata.org/entity/Q2280	Minsk	http://www.wikidata.org/entity/Q160680	Belarusian ruble	207600.496983	9349645	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q826	Maldives	http://www.wikidata.org/entity/Q9347	Malé	http://www.wikidata.org/entity/Q206600	Maldivian rufiyaa	298	436330	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q843	Pakistan	http://www.wikidata.org/entity/Q1362	Islamabad	http://www.wikidata.org/entity/Q188289	Pakistani rupee	881913	216565318	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q854	Sri Lanka	http://www.wikidata.org/entity/Q41963	Sri Jayawardenepura Kotte	http://www.wikidata.org/entity/Q4596	Sri Lankan rupee	65610	21444000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q878	United Arab Emirates	http://www.wikidata.org/entity/Q1519	Abu Dhabi	http://www.wikidata.org/entity/Q200294	United Arab Emirates dirham	83600	9400145	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q155	Brazil	http://www.wikidata.org/entity/Q2844	Brasília	http://www.wikidata.org/entity/Q173117	Brazilian real	8515767	210147125	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q837	Nepal	http://www.wikidata.org/entity/Q3037	Kathmandu	http://www.wikidata.org/entity/Q202895	Nepalese rupee	147181.254346	30327877	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q117	Ghana	http://www.wikidata.org/entity/Q3761	Accra	http://www.wikidata.org/entity/Q183530	Ghana cedi	238535	26908262	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q183	Germany	http://www.wikidata.org/entity/Q64	Berlin	http://www.wikidata.org/entity/Q4916	euro	357400	83149300	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q851	Saudi Arabia	http://www.wikidata.org/entity/Q3692	Riyadh	http://www.wikidata.org/entity/Q199857	Saudi riyal	2250000	33000000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q846	Qatar	http://www.wikidata.org/entity/Q3861	Doha	http://www.wikidata.org/entity/Q206386	Qatari riyal	11437	2639211	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q212	Ukraine	http://www.wikidata.org/entity/Q1899	Kyiv	http://www.wikidata.org/entity/Q81893	hryvnia	603629	42558328	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q863	Tajikistan	http://www.wikidata.org/entity/Q9365	Dushanbe	http://www.wikidata.org/entity/Q199886	Tajikistani somoni	143100	8921343	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q836	Myanmar	http://www.wikidata.org/entity/Q37400	Naypyidaw	http://www.wikidata.org/entity/Q201875	kyat	676577.2	53370609	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q215	Slovenia	http://www.wikidata.org/entity/Q437	Ljubljana	http://www.wikidata.org/entity/Q4916	euro	20273	2066880	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q217	Moldova	http://www.wikidata.org/entity/Q21197	Chișinău	http://www.wikidata.org/entity/Q181129	Moldovan leu	33846	2550900	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q854	Sri Lanka	http://www.wikidata.org/entity/Q35381	Colombo	http://www.wikidata.org/entity/Q4596	Sri Lankan rupee	65610	21444000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q189	Iceland	http://www.wikidata.org/entity/Q1764	Reykjavík	http://www.wikidata.org/entity/Q131473	Icelandic króna	103004	357050	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q874	Turkmenistan	http://www.wikidata.org/entity/Q23438	Ashgabat	http://www.wikidata.org/entity/Q486637	Turkmenistan manat	491210	5850901	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q954	Zimbabwe	http://www.wikidata.org/entity/Q3921	Harare	http://www.wikidata.org/entity/Q4917	United States dollar	390757	16529904	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q948	Tunisia	http://www.wikidata.org/entity/Q3572	Tunis	http://www.wikidata.org/entity/Q4602	Tunisian dinar	163610	11565204	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q213	Czech Republic	http://www.wikidata.org/entity/Q1085	Prague	http://www.wikidata.org/entity/Q131016	Czech koruna	78866	10701777	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q214	Slovakia	http://www.wikidata.org/entity/Q1780	Bratislava	http://www.wikidata.org/entity/Q4916	euro	49035	5397036	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q865	Taiwan	http://www.wikidata.org/entity/Q1867	Taipei	http://www.wikidata.org/entity/Q208526	New Taiwan dollar	36193	23593794	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q211	Latvia	http://www.wikidata.org/entity/Q1773	Riga	http://www.wikidata.org/entity/Q4916	euro	64589	1909000	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q842	Oman	http://www.wikidata.org/entity/Q3826	Muscat	http://www.wikidata.org/entity/Q272290	Omani rial	309500	4829480	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q881	Vietnam	http://www.wikidata.org/entity/Q1858	Hanoi	http://www.wikidata.org/entity/Q192090	Vietnamese dong	331690	94660000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q191	Estonia	http://www.wikidata.org/entity/Q1770	Tallinn	http://www.wikidata.org/entity/Q4916	euro	45339	1324820	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q921	Brunei	http://www.wikidata.org/entity/Q9279	Bandar Seri Begawan	http://www.wikidata.org/entity/Q206319	Brunei dollar	5765.313533	428697	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q224	Croatia	http://www.wikidata.org/entity/Q1435	Zagreb	http://www.wikidata.org/entity/Q26360	Croatian kuna	56594	4105493	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q912	Mali	http://www.wikidata.org/entity/Q3703	Bamako	http://www.wikidata.org/entity/Q861690	West African CFA franc	1240192	18541980	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q929	Central African Republic	http://www.wikidata.org/entity/Q3832	Bangui	http://www.wikidata.org/entity/Q847739	Central African CFA franc	622984	4659080	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q218	Romania	http://www.wikidata.org/entity/Q19660	Bucharest	http://www.wikidata.org/entity/Q131645	Romanian leu	238397	19586539	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q945	Togo	http://www.wikidata.org/entity/Q3792	Lomé	http://www.wikidata.org/entity/Q861690	West African CFA franc	56785	7797694	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q219	Bulgaria	http://www.wikidata.org/entity/Q472	Sofia	http://www.wikidata.org/entity/Q172540	Bulgarian lev	110993.6	7000039	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q958	South Sudan	http://www.wikidata.org/entity/Q1947	Juba	http://www.wikidata.org/entity/Q244366	South Sudanese pound	619745.304981	12575714	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q953	Zambia	http://www.wikidata.org/entity/Q3881	Lusaka	http://www.wikidata.org/entity/Q73408	Zambian kwacha	752618	17094130	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q924	Tanzania	http://www.wikidata.org/entity/Q3866	Dodoma	http://www.wikidata.org/entity/Q4589	Tanzanian shilling	947303	57310019	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q889	Afghanistan	http://www.wikidata.org/entity/Q5838	Kabul	http://www.wikidata.org/entity/Q199471	Afghan afghani	652230	36643815	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q221	North Macedonia	http://www.wikidata.org/entity/Q384	Skopje	http://www.wikidata.org/entity/Q177875	denar	25713	2075301	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q858	Syria	http://www.wikidata.org/entity/Q3766	Damascus	http://www.wikidata.org/entity/Q240468	Syrian pound	185180	18499181	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q869	Thailand	http://www.wikidata.org/entity/Q1861	Bangkok	http://www.wikidata.org/entity/Q177882	baht	513119.5	65931550	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q884	South Korea	http://www.wikidata.org/entity/Q8684	Seoul	http://www.wikidata.org/entity/Q202040	South Korean won	100295	51466201	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q884	South Korea	http://www.wikidata.org/entity/Q8684	Seoul	http://www.wikidata.org/entity/Q3867091	Korean mun	100295	51466201	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q962	Benin	http://www.wikidata.org/entity/Q3799	Porto-Novo	http://www.wikidata.org/entity/Q861690	West African CFA franc	114763	11175692	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q928	Philippines	http://www.wikidata.org/entity/Q1461	Manila	http://www.wikidata.org/entity/Q17193	Philippine peso	343448	109035343	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q917	Bhutan	http://www.wikidata.org/entity/Q9270	Thimphu	http://www.wikidata.org/entity/Q201799	ngultrum	38394	807610	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q227	Azerbaijan	http://www.wikidata.org/entity/Q9248	Baku	http://www.wikidata.org/entity/Q483725	Azerbaijani manat	86600	10127874	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q225	Bosnia and Herzegovina	http://www.wikidata.org/entity/Q11194	Sarajevo	http://www.wikidata.org/entity/Q179620	convertible mark	51197	3507017	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q967	Burundi	http://www.wikidata.org/entity/Q167551	Gitega	http://www.wikidata.org/entity/Q238007	Burundian franc	27834	11530580	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q916	Angola	http://www.wikidata.org/entity/Q3897	Luanda	http://www.wikidata.org/entity/Q200337	kwanza	1246700	29784193	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q965	Burkina Faso	http://www.wikidata.org/entity/Q3777	Ouagadougou	http://www.wikidata.org/entity/Q861690	West African CFA franc	274200	19193382	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q222	Albania	http://www.wikidata.org/entity/Q19689	Tirana	http://www.wikidata.org/entity/Q125999	Albanian lek	28748	3020209	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q230	Georgia	http://www.wikidata.org/entity/Q994	Tbilisi	http://www.wikidata.org/entity/Q4608	Georgian lari	69700	3717100	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q902	Bangladesh	http://www.wikidata.org/entity/Q1354	Dhaka	http://www.wikidata.org/entity/Q194453	Bangladeshi taka	147570	165775000	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q227	Azerbaijan	http://www.wikidata.org/entity/Q9248	Baku	http://www.wikidata.org/entity/Q483725	Azerbaijani manat	86600	10127874	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q974	Democratic Republic of the Congo	http://www.wikidata.org/entity/Q3838	Kinshasa	http://www.wikidata.org/entity/Q4734	Congolese franc	2344858	86790567	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q230	Georgia	http://www.wikidata.org/entity/Q994	Tbilisi	http://www.wikidata.org/entity/Q4608	Georgian lari	69700	3717100	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q977	Djibouti	http://www.wikidata.org/entity/Q3604	Djibouti	http://www.wikidata.org/entity/Q4594	Djiboutian franc	23200	956985	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q238	San Marino	http://www.wikidata.org/entity/Q1848	San Marino	http://www.wikidata.org/entity/Q4916	euro	61.2	33400	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q228	Andorra	http://www.wikidata.org/entity/Q1863	Andorra la Vella	http://www.wikidata.org/entity/Q4916	euro	468	76177	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q229	Cyprus	http://www.wikidata.org/entity/Q3856	Nicosia	http://www.wikidata.org/entity/Q4916	euro	9242.45	1141166	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q1006	Guinea	http://www.wikidata.org/entity/Q3733	Conakry	http://www.wikidata.org/entity/Q213311	Guinean franc	245857	12717176	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q229	Cyprus	http://www.wikidata.org/entity/Q3856	Nicosia	http://www.wikidata.org/entity/Q4916	euro	9242.45	1141166	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q252	Indonesia	http://www.wikidata.org/entity/Q3630	Jakarta	http://www.wikidata.org/entity/Q41588	rupiah	1904570	270625568	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q1008	Ivory Coast	http://www.wikidata.org/entity/Q3768	Yamoussoukro	http://www.wikidata.org/entity/Q861690	West African CFA franc	322463	24294750	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1007	Guinea-Bissau	http://www.wikidata.org/entity/Q3739	Bissau	http://www.wikidata.org/entity/Q861690	West African CFA franc	36125	1861283	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q971	Republic of the Congo	http://www.wikidata.org/entity/Q3844	Brazzaville	http://www.wikidata.org/entity/Q847739	Central African CFA franc	342000	5260750	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q232	Kazakhstan	http://www.wikidata.org/entity/Q1520	Nur-Sultan	http://www.wikidata.org/entity/Q173751	Kazakhstani tenge	2724900	18276500	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q970	Comoros	http://www.wikidata.org/entity/Q3901	Moroni	http://www.wikidata.org/entity/Q267264	Comorian franc	2034	823652	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q244	Barbados	http://www.wikidata.org/entity/Q36168	Bridgetown	http://www.wikidata.org/entity/Q194351	Barbadian dollar	439	285719	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q244	Barbados	http://www.wikidata.org/entity/Q36168	Bridgetown	http://www.wikidata.org/entity/Q194351	Barbadian dollar	439	285719	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q252	Indonesia	http://www.wikidata.org/entity/Q3630	Jakarta	http://www.wikidata.org/entity/Q41588	rupiah	1904570	270625568	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q242	Belize	http://www.wikidata.org/entity/Q3043	Belmopan	http://www.wikidata.org/entity/Q275112	Belize dollar	22966	374681	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1011	Cape Verde	http://www.wikidata.org/entity/Q3751	Praia	http://www.wikidata.org/entity/Q4591	Cape Verdean escudo	4033	546388	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1013	Lesotho	http://www.wikidata.org/entity/Q3909	Maseru	http://www.wikidata.org/entity/Q181907	South African rand	30355	2233339	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q983	Equatorial Guinea	http://www.wikidata.org/entity/Q3818	Malabo	http://www.wikidata.org/entity/Q847739	Central African CFA franc	28051	1267689	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q233	Malta	http://www.wikidata.org/entity/Q23800	Valletta	http://www.wikidata.org/entity/Q4916	euro	316	465292	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q1009	Cameroon	http://www.wikidata.org/entity/Q3808	Yaoundé	http://www.wikidata.org/entity/Q847739	Central African CFA franc	475442	24053727	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1005	The Gambia	http://www.wikidata.org/entity/Q3726	Banjul	http://www.wikidata.org/entity/Q202885	dalasi	11300	2100568	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q258	South Africa	http://www.wikidata.org/entity/Q3926	Pretoria	http://www.wikidata.org/entity/Q181907	South African rand	1221037	59622350	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q963	Botswana	http://www.wikidata.org/entity/Q3919	Gaborone	http://www.wikidata.org/entity/Q186794	Botswana pula	581737	2291661	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q258	South Africa	http://www.wikidata.org/entity/Q5465	Cape Town	http://www.wikidata.org/entity/Q181907	South African rand	1221037	59622350	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q232	Kazakhstan	http://www.wikidata.org/entity/Q1520	Nur-Sultan	http://www.wikidata.org/entity/Q173751	Kazakhstani tenge	2724900	18276500	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q258	South Africa	http://www.wikidata.org/entity/Q37701	Bloemfontein	http://www.wikidata.org/entity/Q181907	South African rand	1221037	59622350	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q265	Uzbekistan	http://www.wikidata.org/entity/Q269	Tashkent	http://www.wikidata.org/entity/Q487888	Uzbekistani som	448978	33570609	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q262	Algeria	http://www.wikidata.org/entity/Q3561	Algiers	http://www.wikidata.org/entity/Q199674	Algerian dinar	2381741	41318142	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q334	Singapore	http://www.wikidata.org/entity/Q334	Singapore	http://www.wikidata.org/entity/Q190951	Singapore dollar	719.1	5888926	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q1000	Gabon	http://www.wikidata.org/entity/Q3825	Libreville	http://www.wikidata.org/entity/Q847739	Central African CFA franc	267667	2025137	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q298	Chile	http://www.wikidata.org/entity/Q2887	Santiago	http://www.wikidata.org/entity/Q200050	Chilean peso	756102	18054726	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q399	Armenia	http://www.wikidata.org/entity/Q1953	Yerevan	http://www.wikidata.org/entity/Q130498	Armenian dram	29743.423459	2930450	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q241	Cuba	http://www.wikidata.org/entity/Q1563	Havana	http://www.wikidata.org/entity/Q201505	Cuban peso	109884	11484636	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q241	Cuba	http://www.wikidata.org/entity/Q1563	Havana	http://www.wikidata.org/entity/Q731350	United States Dolar	109884	11484636	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q399	Armenia	http://www.wikidata.org/entity/Q1953	Yerevan	http://www.wikidata.org/entity/Q130498	Armenian dram	29743.423459	2930450	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q398	Bahrain	http://www.wikidata.org/entity/Q3882	Manama	http://www.wikidata.org/entity/Q201871	Bahraini dinar	785.08	1492584	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q408	Australia	http://www.wikidata.org/entity/Q3114	Canberra	http://www.wikidata.org/entity/Q259502	Australian dollar	7692024	24511800	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q408	Australia	http://www.wikidata.org/entity/Q3114	Canberra	http://www.wikidata.org/entity/Q259502	Australian dollar	7692024	24511800	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q347	Liechtenstein	http://www.wikidata.org/entity/Q1844	Vaduz	http://www.wikidata.org/entity/Q25344	Swiss franc	160	37922	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q235	Monaco	http://www.wikidata.org/entity/Q55115	Monaco City	http://www.wikidata.org/entity/Q4916	euro	2.02	38695	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q236	Montenegro	http://www.wikidata.org/entity/Q23564	Podgorica	http://www.wikidata.org/entity/Q4916	euro	13812	622359	http://www.wikidata.org/entity/Q46	Europe
