c	countryLabelEn	countryLabelFi	countryLabelSv	countryLabelDe	countryLabelFr	countryLabelIt
http://www.wikidata.org/entity/Q204737	riel	Kambodžan riel	Kambodjansk riel	Kambodschanischer Riel	Riel	Riel cambogiano
http://www.wikidata.org/entity/Q204656	Peruvian sol	Perun nuevo sol	Nuevo sol	Nuevo Sol	nouveau sol	Nuevo Sol peruviano
http://www.wikidata.org/entity/Q209272	Uruguayan peso	Uruguayn peso	Uruguayansk peso	uruguayischer Peso	peso uruguayen	peso uruguaiano
http://www.wikidata.org/entity/Q202882	Kenyan shilling	Kenian šillinki	Kenyansk shilling	Kenia-Schilling	Shilling kényan	Scellino keniota
http://www.wikidata.org/entity/Q201505	Cuban peso	Kuuban peso	Kubansk peso	kubanischer Peso	peso cubain	peso cubano
http://www.wikidata.org/entity/Q207523	Vanuatu vatus	Vanuatun vatu	Vanuatisk vatu	Vatu	Vatu	Vatu di Vanuatu
http://www.wikidata.org/entity/Q206243	birr	Etiopian birr	Etiopisk Birr	Äthiopischer Birr	Birr	birr etiope
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q275112	Belize dollar	Belizen dollari	Belizisk dollar	Belize-Dollar	dollar bélizien	Dollaro del Belize
http://www.wikidata.org/entity/Q209792	Jamaican dollar	Jamaikan dollari	Jamaicansk dollar	Jamaika-Dollar	Dollar jamaïcain	Dollaro giamaicano
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q487888	Uzbekistani som	Uzbekistanin som	Uzbekistansk som	Soʻm	Sum	Som uzbeco
http://www.wikidata.org/entity/Q483725	Azerbaijani manat	Azerbaidžanin manat	Azerbajdzjansk manat	Aserbaidschan-Manat	Manat azerbaïdjanais	Manat azero
http://www.wikidata.org/entity/Q1104069	Canadian dollar	Kanadan dollari	kanadensisk dollar	kanadischer Dollar	dollar canadien	dollaro canadese
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q1472704	New Zealand dollar	Uuden-Seelannin dollari	Nyzeeländsk dollar	Neuseeland-Dollar	dollar néo-zélandais	dollaro neozelandese
http://www.wikidata.org/entity/Q1472704	New Zealand dollar	Uuden-Seelannin dollari	Nyzeeländsk dollar	Neuseeland-Dollar	dollar néo-zélandais	dollaro neozelandese
http://www.wikidata.org/entity/Q26360	Croatian kuna	Kroatian kuna	Kroatisk kuna	kroatische Kuna	kuna croate	kuna croata
http://www.wikidata.org/entity/Q244819	Colombian cincuenta centavos	Kolumbian peso	Colombiansk peso	kolumbianischer Peso	peso colombien	peso colombiano
http://www.wikidata.org/entity/Q267264	Comorian franc	Komorien frangi	Komoransk franc	Komoren-Franc	franc comorien	franco delle Comore
