person	personLabel	sexLabel	award	awardLabel	date	birthDate	birthPlace	birthPlaceLabel	country	countryLabel	deathDate #https://w.wiki/3tEM
http://www.wikidata.org/entity/Q12702	Robert Cecil	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1937-01-01T00:00:00Z	1864-09-14T00:00:00Z	http://www.wikidata.org/entity/Q5055036	Cavendish Square	http://www.wikidata.org/entity/Q145	United Kingdom	1958-11-24T00:00:00Z
http://www.wikidata.org/entity/Q18143	Gao Xingjian	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2000-01-01T00:00:00Z	1940-01-04T00:00:00Z	http://www.wikidata.org/entity/Q1335554	Ganxian District	http://www.wikidata.org/entity/Q148	People's Republic of China	
http://www.wikidata.org/entity/Q25351	Theodor Mommsen	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1902-01-01T00:00:00Z	1817-11-30T00:00:00Z	http://www.wikidata.org/entity/Q27324	Garding	http://www.wikidata.org/entity/Q183	Germany	1903-11-01T00:00:00Z
http://www.wikidata.org/entity/Q25973	Hermann Hesse	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1946-01-01T00:00:00Z	1877-07-02T00:00:00Z	http://www.wikidata.org/entity/Q487921	Calw	http://www.wikidata.org/entity/Q183	Germany	1962-08-09T00:00:00Z
http://www.wikidata.org/entity/Q29230	Martti Ahtisaari	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2008-01-01T00:00:00Z	1937-06-23T00:00:00Z	http://www.wikidata.org/entity/Q14657	Vyborg	http://www.wikidata.org/entity/Q159	Russia	
http://www.wikidata.org/entity/Q34060	Yitzhak Rabin	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1994-01-01T00:00:00Z	1922-03-01T00:00:00Z	http://www.wikidata.org/entity/Q1218	Jerusalem	http://www.wikidata.org/entity/Q801	Israel	1995-11-04T00:00:00Z
http://www.wikidata.org/entity/Q34189	Pablo Neruda	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1971-01-01T00:00:00Z	1904-07-12T00:00:00Z	http://www.wikidata.org/entity/Q51083	Parral	http://www.wikidata.org/entity/Q298	Chile	1973-09-23T00:00:00Z
http://www.wikidata.org/entity/Q34474	Aleksandr Solzhenitsyn	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1970-01-01T00:00:00Z	1918-12-11T00:00:00Z	http://www.wikidata.org/entity/Q153676	Kislovodsk	http://www.wikidata.org/entity/Q159	Russia	2008-08-03T00:00:00Z
http://www.wikidata.org/entity/Q34743	Rudyard Kipling	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1907-01-01T00:00:00Z	1865-12-30T00:00:00Z	http://www.wikidata.org/entity/Q1156	Mumbai	http://www.wikidata.org/entity/Q668	India	1936-01-18T00:00:00Z
http://www.wikidata.org/entity/Q36740	Aung San Suu Kyi	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1991-01-01T00:00:00Z	1945-06-19T00:00:00Z	http://www.wikidata.org/entity/Q37995	Yangon	http://www.wikidata.org/entity/Q836	Myanmar	
http://www.wikidata.org/entity/Q38049	Herta Müller	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2009-01-01T00:00:00Z	1953-08-17T00:00:00Z	http://www.wikidata.org/entity/Q939009	Nițchidorf	http://www.wikidata.org/entity/Q218	Romania	
http://www.wikidata.org/entity/Q40213	William Butler Yeats	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1923-01-01T00:00:00Z	1865-06-13T00:00:00Z	http://www.wikidata.org/entity/Q966849	Sandymount	http://www.wikidata.org/entity/Q27	Ireland	1939-01-28T00:00:00Z
http://www.wikidata.org/entity/Q40826	Knut Hamsun	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1920-01-01T00:00:00Z	1859-08-04T00:00:00Z	http://www.wikidata.org/entity/Q113438	Vågå	http://www.wikidata.org/entity/Q20	Norway	1952-02-19T00:00:00Z
http://www.wikidata.org/entity/Q40826	Knut Hamsun	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1920-01-01T00:00:00Z	1859-08-04T00:00:00Z	http://www.wikidata.org/entity/Q488395	Lom	http://www.wikidata.org/entity/Q20	Norway	1952-02-19T00:00:00Z
http://www.wikidata.org/entity/Q40874	Doris Lessing	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2007-01-01T00:00:00Z	1919-10-22T00:00:00Z	http://www.wikidata.org/entity/Q180078	Kermanshah	http://www.wikidata.org/entity/Q794	Iran	2013-11-17T00:00:00Z
http://www.wikidata.org/entity/Q41042	Harold Pinter	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2005-01-01T00:00:00Z	1930-10-10T00:00:00Z	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q145	United Kingdom	2008-12-24T00:00:00Z
http://www.wikidata.org/entity/Q41223	Boris Pasternak	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1958-01-01T00:00:00Z	1890-02-10T00:00:00Z	http://www.wikidata.org/entity/Q649	Moscow	http://www.wikidata.org/entity/Q159	Russia	1960-05-30T00:00:00Z
http://www.wikidata.org/entity/Q41502	Henryk Sienkiewicz	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1905-01-01T00:00:00Z	1846-05-05T00:00:00Z	http://www.wikidata.org/entity/Q2750458	Wola Okrzejska	http://www.wikidata.org/entity/Q36	Poland	1916-11-15T00:00:00Z
http://www.wikidata.org/entity/Q42156	Henri Bergson	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1927-01-01T00:00:00Z	1859-10-18T00:00:00Z	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q142	France	1941-01-04T00:00:00Z
http://www.wikidata.org/entity/Q42552	Wisława Szymborska	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1996-01-01T00:00:00Z	1923-07-02T00:00:00Z	http://www.wikidata.org/entity/Q51408	Kórnik	http://www.wikidata.org/entity/Q36	Poland	2012-02-01T00:00:00Z
http://www.wikidata.org/entity/Q42596	Frédéric Mistral	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1904-01-01T00:00:00Z	1830-09-08T00:00:00Z	http://www.wikidata.org/entity/Q498858	Maillane	http://www.wikidata.org/entity/Q142	France	1914-03-25T00:00:00Z
http://www.wikidata.org/entity/Q42747	Heinrich Böll	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1972-01-01T00:00:00Z	1917-12-21T00:00:00Z	http://www.wikidata.org/entity/Q365	Cologne	http://www.wikidata.org/entity/Q183	Germany	1985-07-16T00:00:00Z
http://www.wikidata.org/entity/Q43179	Ellen Johnson Sirleaf	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2011-01-01T00:00:00Z	1938-10-29T00:00:00Z	http://www.wikidata.org/entity/Q3748	Monrovia	http://www.wikidata.org/entity/Q1014	Liberia	
http://www.wikidata.org/entity/Q43440	Giosuè Carducci	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1906-01-01T00:00:00Z	1835-07-27T00:00:00Z	http://www.wikidata.org/entity/Q219330	Pietrasanta	http://www.wikidata.org/entity/Q38	Italy	1907-02-16T00:00:00Z
http://www.wikidata.org/entity/Q43440	Giosuè Carducci	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1906-01-01T00:00:00Z	1835-07-27T00:00:00Z	http://www.wikidata.org/entity/Q56687351	Valdicastello Carducci	http://www.wikidata.org/entity/Q38	Italy	1907-02-16T00:00:00Z
http://www.wikidata.org/entity/Q43736	Yasunari Kawabata	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1968-01-01T00:00:00Z	1899-06-11T00:00:00Z	http://www.wikidata.org/entity/Q35765	Osaka	http://www.wikidata.org/entity/Q17	Japan	1972-04-16T00:00:00Z
http://www.wikidata.org/entity/Q44107	Peter Handke	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2019-10-10T00:00:00Z	1942-12-06T00:00:00Z	http://www.wikidata.org/entity/Q696964	Griffen	http://www.wikidata.org/entity/Q40	Austria	
http://www.wikidata.org/entity/Q44519	Selma Lagerlöf	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1909-01-01T00:00:00Z	1858-11-20T00:00:00Z	http://www.wikidata.org/entity/Q501205	Sunne Municipality	http://www.wikidata.org/entity/Q34	Sweden	1940-03-16T00:00:00Z
http://www.wikidata.org/entity/Q44519	Selma Lagerlöf	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1909-01-01T00:00:00Z	1858-11-20T00:00:00Z	http://www.wikidata.org/entity/Q1653205	Mårbacka	http://www.wikidata.org/entity/Q34	Sweden	1940-03-16T00:00:00Z
http://www.wikidata.org/entity/Q44593	V. S. Naipaul	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2001-01-01T00:00:00Z	1932-08-17T00:00:00Z	http://www.wikidata.org/entity/Q1444575	Chaguanas	http://www.wikidata.org/entity/Q754	Trinidad and Tobago	2018-08-11T00:00:00Z
http://www.wikidata.org/entity/Q47162	Romain Rolland	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1915-01-01T00:00:00Z	1866-01-29T00:00:00Z	http://www.wikidata.org/entity/Q213294	Clamecy	http://www.wikidata.org/entity/Q142	France	1944-12-30T00:00:00Z
http://www.wikidata.org/entity/Q47243	Elfriede Jelinek	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2004-01-01T00:00:00Z	1946-10-20T00:00:00Z	http://www.wikidata.org/entity/Q492868	Mürzzuschlag	http://www.wikidata.org/entity/Q40	Austria	
http://www.wikidata.org/entity/Q47484	André Gide	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1947-01-01T00:00:00Z	1869-11-22T00:00:00Z	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q142	France	1951-02-19T00:00:00Z
http://www.wikidata.org/entity/Q47561	Ivo Andrić	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1961-01-01T00:00:00Z	1892-10-10T00:00:00Z	http://www.wikidata.org/entity/Q3033849	Dolac	http://www.wikidata.org/entity/Q225	Bosnia and Herzegovina	1975-03-13T00:00:00Z
http://www.wikidata.org/entity/Q49344	Óscar Arias Sánchez	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1987-01-01T00:00:00Z	1941-09-13T00:00:00Z	http://www.wikidata.org/entity/Q3070	San José	http://www.wikidata.org/entity/Q800	Costa Rica	
http://www.wikidata.org/entity/Q49344	Óscar Arias Sánchez	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1987-01-01T00:00:00Z	1941-09-13T00:00:00Z	http://www.wikidata.org/entity/Q30616	Heredia	http://www.wikidata.org/entity/Q800	Costa Rica	
http://www.wikidata.org/entity/Q49747	Maurice Maeterlinck	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1911-01-01T00:00:00Z	1862-08-29T00:00:00Z	http://www.wikidata.org/entity/Q1296	Ghent	http://www.wikidata.org/entity/Q31	Belgium	1949-05-06T00:00:00Z
http://www.wikidata.org/entity/Q57074	Nelly Sachs	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1966-01-01T00:00:00Z	1891-12-10T00:00:00Z	http://www.wikidata.org/entity/Q313189	Berlin-Schöneberg	http://www.wikidata.org/entity/Q183	Germany	1970-05-12T00:00:00Z
http://www.wikidata.org/entity/Q72334	Toni Morrison	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1993-01-01T00:00:00Z	1931-02-18T00:00:00Z	http://www.wikidata.org/entity/Q609698	Lorain	http://www.wikidata.org/entity/Q30	United States of America	2019-08-05T00:00:00Z
http://www.wikidata.org/entity/Q75612	Isaac Bashevis Singer	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1978-01-01T00:00:00Z	1902-11-21T00:00:00Z	http://www.wikidata.org/entity/Q2093413	Leoncin	http://www.wikidata.org/entity/Q36	Poland	1991-07-24T00:00:00Z
http://www.wikidata.org/entity/Q75612	Isaac Bashevis Singer	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1978-01-01T00:00:00Z	1904-07-14T00:00:00Z	http://www.wikidata.org/entity/Q2093413	Leoncin	http://www.wikidata.org/entity/Q36	Poland	1991-07-24T00:00:00Z
http://www.wikidata.org/entity/Q76487	Paul Heyse	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1910-01-01T00:00:00Z	1830-03-13T00:00:00Z	http://www.wikidata.org/entity/Q64	Berlin	http://www.wikidata.org/entity/Q183	Germany	1914-04-02T00:00:00Z
http://www.wikidata.org/entity/Q76487	Paul Heyse	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1910-01-01T00:00:00Z	1830-03-15T00:00:00Z	http://www.wikidata.org/entity/Q64	Berlin	http://www.wikidata.org/entity/Q183	Germany	1914-04-02T00:00:00Z
http://www.wikidata.org/entity/Q80064	Elias Canetti	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1981-01-01T00:00:00Z	1905-07-25T00:00:00Z	http://www.wikidata.org/entity/Q160173	Ruse	http://www.wikidata.org/entity/Q219	Bulgaria	1994-08-14T00:00:00Z
http://www.wikidata.org/entity/Q80321	Halldór Laxness	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1955-01-01T00:00:00Z	1902-04-23T00:00:00Z	http://www.wikidata.org/entity/Q1764	Reykjavík	http://www.wikidata.org/entity/Q189	Iceland	1998-02-08T00:00:00Z
http://www.wikidata.org/entity/Q80871	Gabriela Mistral	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1945-01-01T00:00:00Z	1889-04-07T00:00:00Z	http://www.wikidata.org/entity/Q201007	Vicuña	http://www.wikidata.org/entity/Q298	Chile	1957-01-10T00:00:00Z
http://www.wikidata.org/entity/Q80889	Sigrid Undset	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1928-01-01T00:00:00Z	1882-05-20T00:00:00Z	http://www.wikidata.org/entity/Q204957	Kalundborg	http://www.wikidata.org/entity/Q35	Denmark	1949-06-10T00:00:00Z
http://www.wikidata.org/entity/Q81685	François Mauriac	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1952-01-01T00:00:00Z	1885-10-11T00:00:00Z	http://www.wikidata.org/entity/Q1479	Bordeaux	http://www.wikidata.org/entity/Q142	France	1970-09-01T00:00:00Z
http://www.wikidata.org/entity/Q82248	John Galsworthy	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1932-01-01T00:00:00Z	1867-08-14T00:00:00Z	http://www.wikidata.org/entity/Q2321706	Kingston upon Thames	http://www.wikidata.org/entity/Q145	United Kingdom	1933-01-31T00:00:00Z
http://www.wikidata.org/entity/Q83038	Salvatore Quasimodo	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1959-01-01T00:00:00Z	1901-08-20T00:00:00Z	http://www.wikidata.org/entity/Q34102	Modica	http://www.wikidata.org/entity/Q38	Italy	1968-06-14T00:00:00Z
http://www.wikidata.org/entity/Q83059	Saul Bellow	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1976-01-01T00:00:00Z	1915-06-10T00:00:00Z	http://www.wikidata.org/entity/Q1474128	Lachine	http://www.wikidata.org/entity/Q16	Canada	2005-04-05T00:00:00Z
http://www.wikidata.org/entity/Q83174	Eugenio Montale	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1975-01-01T00:00:00Z	1896-10-12T00:00:00Z	http://www.wikidata.org/entity/Q1449	Genoa	http://www.wikidata.org/entity/Q38	Italy	1981-09-12T00:00:00Z
http://www.wikidata.org/entity/Q83184	Jacinto Benavente	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1922-01-01T00:00:00Z	1866-08-12T00:00:00Z	http://www.wikidata.org/entity/Q2807	Madrid	http://www.wikidata.org/entity/Q29	Spain	1954-07-14T00:00:00Z
http://www.wikidata.org/entity/Q93137	Pär Lagerkvist	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1951-01-01T00:00:00Z	1891-05-23T00:00:00Z	http://www.wikidata.org/entity/Q26152	Växjö	http://www.wikidata.org/entity/Q34	Sweden	1974-07-11T00:00:00Z
http://www.wikidata.org/entity/Q93157	Eugene O'Neill	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1936-01-01T00:00:00Z	1888-10-16T00:00:00Z	http://www.wikidata.org/entity/Q60	New York City	http://www.wikidata.org/entity/Q30	United States of America	1953-11-27T00:00:00Z
http://www.wikidata.org/entity/Q93356	Seamus Heaney	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1995-01-01T00:00:00Z	1939-04-13T00:00:00Z	http://www.wikidata.org/entity/Q853324	Castledawson	http://www.wikidata.org/entity/Q145	United Kingdom	2013-08-30T00:00:00Z
http://www.wikidata.org/entity/Q107037	Leymah Gbowee	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2011-01-01T00:00:00Z	1972-02-01T00:00:00Z	http://www.wikidata.org/entity/Q3748	Monrovia	http://www.wikidata.org/entity/Q1014	Liberia	
http://www.wikidata.org/entity/Q121180	Władysław Reymont	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1924-01-01T00:00:00Z	1867-05-07T00:00:00Z	http://www.wikidata.org/entity/Q2248969	Kobiele Wielkie	http://www.wikidata.org/entity/Q36	Poland	1925-12-05T00:00:00Z
http://www.wikidata.org/entity/Q122368	Élie Ducommun	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1902-01-01T00:00:00Z	1833-02-19T00:00:00Z	http://www.wikidata.org/entity/Q71	Geneva	http://www.wikidata.org/entity/Q39	Switzerland	1906-12-07T00:00:00Z
http://www.wikidata.org/entity/Q127349	José Echegaray	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1904-01-01T00:00:00Z	1832-04-19T00:00:00Z	http://www.wikidata.org/entity/Q2807	Madrid	http://www.wikidata.org/entity/Q29	Spain	1916-09-14T00:00:00Z
http://www.wikidata.org/entity/Q129187	Patrick White	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1973-01-01T00:00:00Z	1912-05-28T00:00:00Z	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q145	United Kingdom	1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q129187	Patrick White	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1973-01-01T00:00:00Z	1912-05-28T00:00:00Z	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q145	United Kingdom	1990-09-30T00:00:00Z
http://www.wikidata.org/entity/Q131152	Shirin Ebadi	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2003-01-01T00:00:00Z	1947-06-21T00:00:00Z	http://www.wikidata.org/entity/Q28587	Hamadan	http://www.wikidata.org/entity/Q794	Iran	
http://www.wikidata.org/entity/Q131326	Eyvind Johnson	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1974-01-01T00:00:00Z	1900-07-29T00:00:00Z	http://www.wikidata.org/entity/Q586179	Boden	http://www.wikidata.org/entity/Q34	Sweden	1976-08-25T00:00:00Z
http://www.wikidata.org/entity/Q131487	Karl Adolph Gjellerup	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1917-01-01T00:00:00Z	1857-06-02T00:00:00Z	http://www.wikidata.org/entity/Q12333683	Roholte	http://www.wikidata.org/entity/Q35	Denmark	1919-10-11T00:00:00Z
http://www.wikidata.org/entity/Q132684	Saint-John Perse	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1960-01-01T00:00:00Z	1887-05-31T00:00:00Z	http://www.wikidata.org/entity/Q335322	Pointe-à-Pitre	http://www.wikidata.org/entity/Q142	France	1975-09-20T00:00:00Z
http://www.wikidata.org/entity/Q132701	Derek Walcott	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1992-01-01T00:00:00Z	1930-01-23T00:00:00Z	http://www.wikidata.org/entity/Q41699	Castries	http://www.wikidata.org/entity/Q760	Saint Lucia	2017-03-17T00:00:00Z
http://www.wikidata.org/entity/Q132723	Frans Eemil Sillanpää	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1939-01-01T00:00:00Z	1888-09-16T00:00:00Z	http://www.wikidata.org/entity/Q996656	Hämeenkyrö	http://www.wikidata.org/entity/Q33	Finland	1964-06-03T00:00:00Z
http://www.wikidata.org/entity/Q134641	Erik Axel Karlfeldt	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1931-01-01T00:00:00Z	1864-07-20T00:00:00Z	http://www.wikidata.org/entity/Q10497509	Folkärna	http://www.wikidata.org/entity/Q34	Sweden	1931-04-08T00:00:00Z
http://www.wikidata.org/entity/Q151414	George Marshall	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1953-01-01T00:00:00Z	1880-12-31T00:00:00Z	http://www.wikidata.org/entity/Q1187047	Uniontown	http://www.wikidata.org/entity/Q30	United States of America	1959-10-16T00:00:00Z
http://www.wikidata.org/entity/Q155415	Léon Jouhaux	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1951-01-01T00:00:00Z	1879-07-01T00:00:00Z	http://www.wikidata.org/entity/Q191066	15th arrondissement of Paris	http://www.wikidata.org/entity/Q142	France	1954-04-28T00:00:00Z
http://www.wikidata.org/entity/Q158850	Dominique Pire	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1958-01-01T00:00:00Z	1910-02-10T00:00:00Z	http://www.wikidata.org/entity/Q3229011	Leffe	http://www.wikidata.org/entity/Q31	Belgium	1969-01-30T00:00:00Z
http://www.wikidata.org/entity/Q160478	Odysseas Elytis	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1979-01-01T00:00:00Z	1911-11-02T00:00:00Z	http://www.wikidata.org/entity/Q160544	Heraklion	http://www.wikidata.org/entity/Q41	Greece	1996-03-18T00:00:00Z
http://www.wikidata.org/entity/Q179458	Charles Albert Gobat	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1902-01-01T00:00:00Z	1843-05-21T00:00:00Z	http://www.wikidata.org/entity/Q66384	Tramelan	http://www.wikidata.org/entity/Q39	Switzerland	1914-03-16T00:00:00Z
http://www.wikidata.org/entity/Q180409	Frédéric Passy	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1901-01-01T00:00:00Z	1822-05-20T00:00:00Z	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q142	France	1912-06-12T00:00:00Z
http://www.wikidata.org/entity/Q184565	Charles G. Dawes	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1925-01-01T00:00:00Z	1865-08-27T00:00:00Z	http://www.wikidata.org/entity/Q985482	Marietta	http://www.wikidata.org/entity/Q30	United States of America	1951-04-23T00:00:00Z
http://www.wikidata.org/entity/Q193630	John Hume	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1998-01-01T00:00:00Z	1937-01-18T00:00:00Z	http://www.wikidata.org/entity/Q163584	Derry	http://www.wikidata.org/entity/Q145	United Kingdom	2020-08-03T00:00:00Z
http://www.wikidata.org/entity/Q208665	Arthur Henderson	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1934-01-01T00:00:00Z	1863-09-13T00:00:00Z	http://www.wikidata.org/entity/Q4093	Glasgow	http://www.wikidata.org/entity/Q145	United Kingdom	1935-10-20T00:00:00Z
http://www.wikidata.org/entity/Q211856	Philip Noel-Baker, Baron Noel-Baker	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1959-01-01T00:00:00Z	1889-11-01T00:00:00Z	http://www.wikidata.org/entity/Q149787	Hendon	http://www.wikidata.org/entity/Q145	United Kingdom	1982-10-08T00:00:00Z
http://www.wikidata.org/entity/Q213500	Ralph Bunche	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1950-01-01T00:00:00Z	1904-08-07T00:00:00Z	http://www.wikidata.org/entity/Q12439	Detroit	http://www.wikidata.org/entity/Q30	United States of America	1971-12-09T00:00:00Z
http://www.wikidata.org/entity/Q217706	Léon Bourgeois	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1920-01-01T00:00:00Z	1851-05-29T00:00:00Z	http://www.wikidata.org/entity/Q2845762	former 9th arrondissement of Paris	http://www.wikidata.org/entity/Q142	France	1925-09-29T00:00:00Z
http://www.wikidata.org/entity/Q225554	Henrik Pontoppidan	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1917-01-01T00:00:00Z	1857-07-24T00:00:00Z	http://www.wikidata.org/entity/Q21181	Fredericia	http://www.wikidata.org/entity/Q35	Denmark	1943-08-21T00:00:00Z
http://www.wikidata.org/entity/Q234001	Carlos Filipe Ximenes Belo	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1996-01-01T00:00:00Z	1948-02-03T00:00:00Z	http://www.wikidata.org/entity/Q811130	Baucau	http://www.wikidata.org/entity/Q574	East Timor	
http://www.wikidata.org/entity/Q238731	Paul-Henri-Benjamin d'Estournelles de Constant	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1909-01-01T00:00:00Z	1852-11-22T00:00:00Z	http://www.wikidata.org/entity/Q343	La Flèche	http://www.wikidata.org/entity/Q142	France	1924-05-15T00:00:00Z
http://www.wikidata.org/entity/Q241248	Orhan Pamuk	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2006-01-01T00:00:00Z	1952-06-07T00:00:00Z	http://www.wikidata.org/entity/Q406	Istanbul	http://www.wikidata.org/entity/Q43	Turkey	
http://www.wikidata.org/entity/Q274334	Svetlana Aleksievich	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2015-01-01T00:00:00Z	1948-05-31T00:00:00Z	http://www.wikidata.org/entity/Q156726	Ivano-Frankivsk	http://www.wikidata.org/entity/Q212	Ukraine	
http://www.wikidata.org/entity/Q1187542	Denis Mukwege	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2018-01-01T00:00:00Z	1955-03-01T00:00:00Z	http://www.wikidata.org/entity/Q222279	Bukavu	http://www.wikidata.org/entity/Q974	Democratic Republic of the Congo	
http://www.wikidata.org/entity/Q2344210	Louise Glück	female	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2020-01-01T00:00:00Z	1943-04-22T00:00:00Z	http://www.wikidata.org/entity/Q60	New York City	http://www.wikidata.org/entity/Q30	United States of America	
http://www.wikidata.org/entity/Q5327	Adolf Butenandt	male	http://www.wikidata.org/entity/Q44585	Nobel Prize in Chemistry	1939-01-01T00:00:00Z	1903-03-24T00:00:00Z	http://www.wikidata.org/entity/Q2706	Bremerhaven	http://www.wikidata.org/entity/Q183	Germany	1995-01-18T00:00:00Z
http://www.wikidata.org/entity/Q12658	Wilhelm Ostwald	male	http://www.wikidata.org/entity/Q44585	Nobel Prize in Chemistry	1909-01-01T00:00:00Z	1853-09-02T00:00:00Z	http://www.wikidata.org/entity/Q1773	Riga	http://www.wikidata.org/entity/Q211	Latvia	1932-04-04T00:00:00Z
http://www.wikidata.org/entity/Q43917	Eduard Buchner	male	http://www.wikidata.org/entity/Q44585	Nobel Prize in Chemistry	1907-01-01T00:00:00Z	1860-05-20T00:00:00Z	http://www.wikidata.org/entity/Q1726	Munich	http://www.wikidata.org/entity/Q183	Germany	1917-08-13T00:00:00Z
